name	sign	syllabic	PREFIX	POSTFIX	meszl	unicode	compound	sumerogram1	sumerogram2	sumerogram3	sumerogram4	sumerogram5	sumerogram6	sumerogram7	sumerogram8	sumerogram9	sumerogram10	sumerogram11	sumerogram12	sumerogram13	sumerogram14																											
KASKAL.TUL2 over TUL2,	𒆝				307	U+1219D	False	ŠUBTU6																																								
KASKAL.AŠ3	𒆜𒐋				308	U+1219C & U+1240B	True	ZIKURA																																								
AM x A	𒄟				310	U+1211F	False	GU4 x A.KUR																																								
UZU	𒍜				311	U+1235C	False	SIR7	ŠĪRUM																																							
UZU.LAL	𒍜𒇲				311+750	U+1235C & U+121F2	True	TUNDA																																								
NE.RU	𒉈𒊒				313+111	U+12248 & U+12292	True	ERIM2	ERIN7	RIM3	RUM2																																					
NE.GI	𒉈𒄀				313+141	U+12248 & U+12100	True	GIBIL6	GIRA3																																							
NE.SU4	𒉈𒋜				313+182	U+12248 & U+122DC	True	LISI	LISIN																																							
NE.DIR	𒉈𒋛𒀀				313+207	U+12248 & U+122DB & U+12000	True	GANZER2	GANZIR2	UDUB3																																						
NE x UD	𒉊				314	U+1224A	False	EMEŠ2	EŠ12																																							
NE x A	𒉉				315	U+12249	False	ENTEN	ENTEMENA	ENTENA	EŠ13																																					
NINDA2	𒉒				316	U+12252	False	GUR9	INDA																																							
NINDA2	𒉟				316 (sign NINDA2)	U+1225F	False																																									
NINDA2	𒉔				317	U+12254	False																																									
NINDA2	𒉕				318	U+12255	False																																									
AL x KID2	𒉒  x 𒋺				319	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+122FA	True																																									
NINDA2	𒉒  x 𒁄				319	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+12044	True																																									
NINDA2	𒉓				320	U+12253	False	SAN3	ŠAM2v6	ŠAM3	ŠAN																																					
NINDA2	𒉒  x 𒑏				321	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+1244F	True																																									
NINDA2	𒉒  x 𒄀				322	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+12100	True																																									
SUMAŠ	𒋨				323	U+122E8	False	AZU2																																								
AZU	𒉙				324	U+12259	False	NINDA2 x NUN	UŠBAR2	UŠBUR2	UZU2	ZU5																																				
ZU5	𒍫				324	U+1236B	False																																									
AZU x A	𒍬				324 (sign AZU)	U+1236C	False	ZU5 x A																																								
NINDA2	𒉒  x 𒁾				325	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+1207E	True																																									
NINDA2	𒉖				327	U+12256	False	INDAGARA																																								
NINDA2 x ŠID?	𒉒  x 𒋃				328	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+122C3	True	URU11																																								
NINDA2	𒉒  x 𒌑				329	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+12311	True																																									
NINDA2	𒉞				330	U+1225E	False	MURU11	UBUDIL	UBUDILI	UGUDIL	UGUDILI	UR7	URU6	URUM	UŠBAR6	UŠBUR6																															
NINDA2	𒉜				331	U+1225C	False																																									
NINDA2	𒉝				332	U+1225D	False																																									
NINDA2	𒉒  x 𒊺𒀀𒀭				333	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+122BA & U+12000 & U+1202D	True	SA10	SAM2	SAN4	ŠAM2	ŠAM3																																				
NINDA2	𒉛				333v1	U+1225B	False	ŠAM2v1																																								
NINDA2	𒉚𒀀𒀭				333v2	U+1225A & U+12000 & U+1202D	True	ŠAM2v2																																								
NINDA2	𒉒  x 𒊺𒀭				333v3	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+122BA & U+1202D	True	ŠAM2v3																																								
NINDA2	𒉚𒀀				333v4	U+1225A & U+12000	True	ŠAM2v4																																								
NINDA2	𒉚				333v5	U+1225A	False	ŠAM2v5																																								
NINDA2	𒉒  x 𒀀𒀭				333v7	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+12000 & U+1202D	True	ŠAM2v7																																								
NINDA2	𒉒  x 𒌋				334	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+1230B	True																																									
NINDA2	𒉒  x 𒌋𒌋				335	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+1230B & U+1230B	True																																									
NINDA2	𒉒  x 𒈨𒋺				337	U+12252 & U+0020 & U+0020 & U+0078 & U+0020 & U+12228 & U+122FA	True																																									
NINDA2	𒉗				337 (sign NINDA2 x ME.KID2)	U+12257	False	NINDA2 x ME.GAN2 tenû																																								
GALAM	𒃴				338	U+120F4	False	GUD5	SUKUD	UBI																																						
GALAM.GALAM	𒃴𒃴				338+338	U+120F4 & U+120F4	True	GIBIL5																																								
UR2	𒌭				341 (sign UR2)	U+1232D	False																																									
UR2	𒌳				341 (sign UR2)	U+12333	False																																									
UR2	𒌰				342	U+12330	False	UŠBAR	UŠBUR																																							
UR2	𒌮				343	U+1232E	False	SUḪUŠx																																								
UR2	𒌱				344	U+12331	False	URUM8	UŠBAR7	UŠBUR7																																						
UR2	𒌲				345	U+12332	False	MURU4	UŠBAR3	UŠBUR3																																						
UR2	𒌬				346	U+1232C	False	URUM9																																								
UR2	𒌯				347	U+1232F	False	ERIM7	ERIN9	URUM4																																						
IL x KAR2	𒅌				349	U+1214C	False	IL8																																								
LAḪ4	𒁻				350	U+1207B	False	DU over  DU	LA4																																							
DU.DU	𒁺𒁺				350+350	U+1207A & U+1207A	True	LA4	LALAḪ2	SU19	SUG10																																					
LAḪ4	𒁻𒁻				350+350	U+1207B & U+1207B	True	LALAḪ																																								
SUḪUŠ	𒁼				351	U+1207C	False	DU gunû	GIM5	GIR6	GIRI6	IM5	KAS5	KIM5	SUḪ6																																	
SUḪUŠ.SUḪUŠ	𒁼𒁼				351+351	U+1207C & U+1207C	True	DU  gunû.DU  gunû	GIGRI																																							
KAŠ4	𒁽				352	U+1207D	False	DU šeššig	GAN3	GANA3	GIM4	GIR5	GIRI5	GIRIM2	IM2	KA7	KAKU	KAMAŠ	KAS4	KIM4	LAḪ7	RIM4																										
KAŠ4	𒁽𒁽				352+352	U+1207D & U+1207D	True	GIGRI2																																								
KAŠ4.A	𒁽𒀀				352+839	U+1207D & U+12000	True	GANA3																																								
ANŠE	𒀲				353	U+12032	False	ANŠI	ANŠU	ŠAKAN3																																						
ANŠE	𒄏				353	U+1210F	False	GIR3 x PA																																								
ANŠE.AN	𒀲𒀭				353+010	U+12032 & U+1202D	True	ŠAKAN4																																								
ANŠE.ARAD	𒀲𒀴				353+018	U+12032 & U+12034	True	ANŠE.NITA2	DU25																																							
ANŠE.KUR.RA	𒀲𒆳𒊏				353+578+511	U+12032 & U+121B3 & U+1228F	True	SISI																																								
ANŠE.LIBIR	𒀲𒅇				353+732	U+12032 & U+12147	True	DUSI2	DUSSA2	DUSU2																																						
ANŠE.MUNUS	𒀲𒊩				353+883	U+12032 & U+122A9	True	EME6																																								
TUM	𒌈 gunû  𒌈  x 𒃸				355	U+12308 & U+0067 & U+0075 & U+006E & U+00FB & U+0020 & U+0020 & U+12308 & U+0020 & U+0020 & U+0078 & U+0020 & U+120F8	True	TUM x KAR2																																								
EGIR	𒂕				356	U+12095	False	EGER	EGERA	EGIRA	LUMḪA2																																					
IŠ.URUDU	𒅖𒍏				357+230	U+12156 & U+1234F	True	SAMANUR																																								
IŠ.A.SUD	𒅖𒀀𒋤				357+839+584	U+12156 & U+12000 & U+122E4	True	IM7																																								
BI.DIN	𒁉𒁷				358+119	U+12049 & U+12077	True	KURUN																																								
BI.UŠ.SA	𒁉𒍑𒊓				358+381+172	U+12049 & U+12351 & U+12293	True	KAŠ.UŠ.SA	DIDA2	DIDALA2	DIDDA2	PIḪU5																																				
BI.U2	𒁉𒌑𒊓				358+490+172	U+12049 & U+12311 & U+12293	True	KAŠ.U2.SA	DIDA	DIDALA	DIDDA	PIḪU4																																				
BI.U2	𒁉𒌑𒊓𒅗𒆕				358+490+172+024+379	U+12049 & U+12311 & U+12293 & U+12157 & U+12195	True	KAŠ.U2.SA.KA.GAG	PIḪU																																							
BI.AŠ2	𒁉𒀾𒀭				358+548+010	U+12049 & U+1203E & U+1202D	True	KAŠ.AŠ2.AN	BI.ZIZ2.AN	KAŠ.ZIZ2.AN	ULUŠIN3																																					
BI.AŠ2	𒁉𒀾𒀭𒈾				358+548+010+110	U+12049 & U+1203E & U+1202D & U+1223E	True	KAŠ.AŠ2.AN.NA	BI.ZIZ2.AN.NA	KAŠ.ZIZ2.AN.NA	ULUŠIN2																																					
BI.AŠ2	𒁉𒀾𒋤				358+548+584	U+12049 & U+1203E & U+122E4	True	KAŠ.AŠ2.SUD	BI.ZIZ2.SUD	KAŠ.ZIZ2.SUD																																						
BI.AŠ2	𒁉𒀾𒀀𒀭				358+548+839+010	U+12049 & U+1203E & U+12000 & U+1202D	True	KAŠ.AŠ2.A.AN	BI.ZIZ2.A.AN	KAŠ.ZIZ2.A.AN	ULUŠIN																																					
BI.LUL	𒁉𒈜				358+570	U+12049 & U+1221C	True	KUŠUM	ŠAQA																																							
BI.	𒁉𒋤				358+584	U+12049 & U+122E4	True																																									
BI.MI	𒁉𒈪				358+681	U+12049 & U+1222A	True	KURUN5	SIRIS5																																							
BI.A.SUD	𒁉𒀀𒋤				358+839+584	U+12049 & U+12000 & U+122E4	True	KAŠ.A.SUD	KAŠBIR																																							
EŠEMIN5	𒑙				359	U+12459	False	EŠEMEN5	“BI”																																							
BI x	𒁌				360	U+1204C	False	KAŠ x SIG7	BI  x IGI  gunû	ŠIMBI3																																						
BI x NIG2	𒁋				361	U+1204B	False	BI x GAR	KAŠ  x GAR	BAPPIR3	BAPPIRA3																																					
ŠIM	𒋆				362	U+122C6	False	ASILA2	ASILAL2	ASILLA2	ŠIMBI2	ŠIMBIZI																																				
ŠIM.AN.MAŠ	𒋆𒀭𒈦				362+010+120	U+122C6 & U+1202D & U+12226	True	ŠIM.DINGIRMAŠ	LIGIDBA	LIGIDBA2																																						
ŠIM.AN.NIN.IB	𒋆𒀭𒊩𒌆𒅁				362+010+887+809+807	U+122C6 & U+1202D & U+122A9 & U+12306 & U+12141	True	ŠIM.DINGIRNIN.URTA	LIGIDBA																																							
ŠIM x BAL	𒋈				363	U+122C8	False	NUG4	ŠIMMUG3																																							
ŠIM x BUR2	𒋆  x 𒁔				364	U+122C6 & U+0020 & U+0020 & U+0078 & U+0020 & U+12054	True	BULUG7																																								
ŠIM x MUG	𒋐				365	U+122D0	False	BULUG6																																								
ŠIM x DIN	𒋊				366	U+122CA	False	NUG2																																								
ŠIM x BULUG	𒋉				367	U+122C9	False	ŠEMBULUG5																																								
ŠIM x SIG7	𒋍				368	U+122CD	False	ŠIM x IGI  gunû	ŠEMBI	ŠEMKAŠ	ŠIMBI																																					
ŠIM x LUL	𒋏				369	U+122CF	False	ŠAQA2	ŠAQU2																																							
ŠIM x PI	𒋆  x 𒉿				370	U+122C6 & U+0020 & U+0020 & U+0078 & U+0020 & U+1227F	True																																									
ŠIM x IGI	𒋌				371	U+122CC	False	BULUG8	ŠEMBULUG3	ŠIMBULUG3																																						
ŠIM x A	𒋇				372	U+122C7	False	DUMGAL	LUMGI2	LUNGA																																						
ŠIM x NIG2	𒋋				373	U+122CB	False	ŠIM x NINDA	BAPIR																																							
ŠIM x MUNUS	𒋑				374	U+122D1	False	ŠIM x SAL	ŠEMEŠAL	ŠEMLILLA																																						
ŠIM x KUŠU2	𒋎				375	U+122CE	False																																									
BI.GIŠ	𒄐				376	U+12110	False	BI.IZ	GISAL	GIZAL	MISAL																																					
BANŠUR2	𒅃				377	U+12143	False	IDIM over IDIM.BUR	BANSUR2	BURU9	KIŠI11																																					
GAN2	𒃺				378 (sign KIB)  174 (sign GAN2)	U+120FA	False																																									
GIŠ over GIŠ crossed	𒄒				378 (sign KIB)  469 (sign GIŠ)	U+12112	False																																									
KAK	𒆖				379 (sign KAK)	U+12196	False	GAG x SIG7																																								
GAG.TAR	𒆕𒋻				379+009	U+12195 & U+122FB	True	KUKSU2																																								
NI x E	𒉍				380 (sign NI)	U+1224D	False																																									
NI.TUK	𒉌𒌇				380+827	U+1224C & U+12307	True	DELMUN																																								
I3.A	𒉌𒀀				380+839	U+1224C & U+12000	True	IA6																																								
UŠ x KUR	𒍔				381 (sign UŠ)	U+12354	False																																									
UŠ.BAR	𒍑𒁇				381+121	U+12351 & U+12047	True	UTTU5																																								
UŠ.GA	𒍑𒂵				381+491	U+12351 & U+120B5	True	BUNGU																																								
UŠ.KU	𒍑𒆪				381+808	U+12351 & U+121AA	True	GALA																																								
UŠ.MUNUS.DAM	𒍑𒊩𒁮				381+883+889	U+12351 & U+122A9 & U+1206E	True	GIDLAM3	NIDALAM3	NIDLAM3	NITALAM3	NITLAM3																																				
UŠ.DAM	𒍑𒁮				381+889	U+12351 & U+1206E	True	GIDLAM2																																								
UŠ x KID2	𒍕				382	U+12355	False	UŠ x TAK4	DAN6	TAN6																																						
UŠ x KU	𒍓				383	U+12353	False	GALA																																								
KAŠ3	𒍒				384	U+12352	False	UŠ x A	KISI																																							
NA4	𒉌𒌓				385	U+1224C & U+12313	True	NI.UD	I4	IA4	ZA2																																					
NA4	𒉌𒌓𒂗				385+164	U+1224C & U+12313 & U+12097	True	NI.UD.EN																																								
NA4	𒉌𒌓𒆠				385+737	U+1224C & U+12313 & U+121A0	True	NI.UD.KI	ATUM																																							
NA4.LAL.SIG7	𒉌𒌓𒇲𒅊				385+750+564	U+1224C & U+12313 & U+121F2 & U+1214A	True	NI.UD.LAL.SIG7																																								
DAG3	𒉌𒂟				386	U+1224C & U+1209F	True	BAR4	DAK3	DAQ3	PAR7	TAG3	TAK3	TAQ3																																		
GA2	𒂷				387	U+120B7	False	ALBA	BA4																																							
GA2	𒂹				387 (sign GA2)	U+120B9	False																																									
GA2	𒃀				387 (sign GA2)	U+120C0	False																																									
GA2	𒃁				387 (sign GA2)	U+120C1	False																																									
GA2	𒃇				387 (sign GA2)	U+120C7	False																																									
GA2	𒃏				387 (sign GA2)	U+120CF	False																																									
GA2	𒃒				387 (sign GA2)	U+120D2	False																																									
GA2	𒃝				387 (sign GA2)	U+120DD	False																																									
GA2	𒃬				387 (sign GA2)	U+120EC	False																																									
GA2 over GA2	𒃭				387 (sign GA2)	U+120ED	False																																									
ŠITA	𒋖				388	U+122D6	False	EŠDA3	LIDDA																																							
GA2	𒂽				389	U+120BD	False	IKU2																																								
GA2	𒃓				390	U+120D3	False	GAḪALLA																																								
GA2	𒃐				391	U+120D0	False	GAGIRSU																																								
AMA	𒂼				392	U+120BC	False	GA2 x AN	AME																																							
AMA.AN.MUŠ3	𒂼𒀭𒈹				392+010+153	U+120BC & U+1202D & U+12239	True	AMA.dINNIN	AGARIM	AMALU																																						
AMA.TU	𒂼𒌅				392+086	U+120BC & U+12305	True	EMEDU																																								
AMA.ŠIM	𒂼𒋆				392+362	U+120BC & U+122C6	True	AGARIN4	AGARIN5																																							
AMA.ŠIM x NIG2	𒂼𒋋				392+373	U+120BC & U+122CB	True	AGARIN4	AGARIN5																																							
AMA.LUL	𒂼𒈜				392+570	U+120BC & U+1221C	True																																									
AMA.LUL.LA	𒂼𒈜𒆷				392+570+089	U+120BC & U+1221C & U+121B7	True																																									
AMA.GIN2	𒂼𒂅				392+836	U+120BC & U+12085	True	AGARIN3																																								
AMA.A.TU	𒂼𒀀𒌅				392+839+086	U+120BC & U+12000 & U+12305	True	AMEDU	EMEDU2																																							
GA2	𒂷  x 𒀭𒆕𒀀				393	U+120B7 & U+0020 & U+0020 & U+0078 & U+0020 & U+1202D & U+12195 & U+12000	True	USUD																																								
GA2	𒃩				394	U+120E9	False	DAN3	TAN3																																							
GA2	𒃚				394 (sign GA2 x KID2)	U+120DA	False																																									
GA2	𒂿				395	U+120BF	False	SABAD2	SAD3	TIL8																																						
GA2	𒃍				396	U+120CD	False	GURDUB																																								
GA2 x NUN	𒃠				397	U+120E0	False	GANUN	UŠUŠ																																							
GA2	𒃕				398	U+120D5	False	GA2 x ḪUB2	GARAŠ																																							
